"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I153","Child labor 1","3","Pixabay","4.3859649122807","0.921070533302578","57","4.11764705882353","1.08898225556764","51","3.16326530612245","1.57251045009127","49","3.38181818181818","1.4336034511743","55"
"I154","Child labor 2","3","Pixabay","3.01724137931034","1.16214229449051","58","2.55813953488372","1.03054136446625","43","3.63265306122449","1.79923453111571","49","3.67924528301887","1.82686769452378","53"
"I155","Child labor 3","3","Pixabay","4.08888888888889","1.3787712286707","45","4.07142857142857","1.00647255948039","56","3.40816326530612","1.7310686408851","49","3.59615384615385","1.44520322723973","52"
"I156","Child labor 4","3","Pixabay","4","1.0522085616183","57","4.03921568627451","0.93724669780641","51","2.73469387755102","1.61729597121349","49","3.30909090909091","1.51379737467816","55"
"I157","Children 1","3","Flickr/Stefano Corso","5.5","1.01307245025896","58","6.02325581395349","1.03483083717704","43","3.26530612244898","1.65548973373543","49","3.75471698113208","1.75308146698846","53"
"I158","Chipmunk 1","1","Pixabay","5.17777777777778","1.13395704762508","45","5.60714285714286","1.02120377146637","56","3.04081632653061","1.5937270739981","49","3.5","1.70925967232922","52"
"I159","Chipmunk 2","1","Flickr/Gilles Gonthier","5.61363636363636","0.89484074433203","44","5.82758620689655","0.957664026250769","58","4.08510638297872","1.61285309223509","47","4.29411764705882","1.80326501265963","51"
"I160","Chipmunk 3","1","Pixabay","5.38636363636364","0.920462701918811","44","5.63793103448276","0.892429679023742","58","3.68085106382979","1.36901079772671","47","3.73076923076923","1.89027837575798","52"
"I161","City 1","4","Pixabay","4.53448275862069","0.902540609794982","58","4.30232558139535","1.2058366729989","43","3.53061224489796","1.55593006505657","49","2.81132075471698","1.49430462054564","53"
"I162","Clean 1","2","Pixabay","4.78947368421053","0.995289658219856","57","5.33333333333333","1.10754984838908","51","2.22448979591837","1.34265449332111","49","2.49090909090909","1.6086885304119","55"
"I163","Cliff diver 1","3","Wikipedia","5.04444444444444","1.2239198494917","45","4.66071428571429","1.29722481004343","56","5","1.73205080756888","49","4.71153846153846","1.44624650709207","52"
"I164","Cliff diver 2","3","Wikipedia","5.03448275862069","0.990578729327339","58","5.2093023255814","1.14555329810707","43","4.02040816326531","1.57440194886777","49","4.16981132075472","1.71795774391263","53"
"I165","Cliff diver 3","3","Wikipedia","5.3859649122807","1.33302001331177","57","4.82352941176471","1.4241612598711","51","4.28571428571429","1.75594229214212","49","5.16363636363636","1.39793016785845","55"
"I166","Cockroach 1","1","Pixabay","2.06818181818182","0.974028490885704","44","2.05172413793103","1.31685981874084","58","3.74468085106383","2.13121811572614","47","5","2.01951265718961","52"
"I167","Cockroach 2","1","Pixabay","2.34090909090909","1.2564842389406","44","2.20689655172414","1.3345427062199","58","3.4468085106383","1.98700682301511","47","4.80769230769231","2.11473320561249","52"
"I168","Cockroach 3","1","Pixabay","2.45454545454545","1.13002460262465","44","2.44827586206897","1.44091118580295","58","3.36170212765957","1.88155268808472","47","4.55769230769231","2.06191859578062","52"
"I169","Cockroach 4","1","Pixabay","2.36363636363636","1.12251605035211","44","2.22413793103448","1.32510315319456","58","3.36170212765957","1.94964357851794","47","4.55769230769231","2.04281103459838","52"
"I170","Coffee 1","2","Pixabay","5.27272727272727","1.08614180331728","44","5.75862068965517","1.06475175967916","58","3.74468085106383","1.53888843433207","47","3.80769230769231","1.87907425620485","52"
"I171","Cold 1","2","Pixabay","4.17241379310345","0.957664026250769","58","3.74418604651163","1.13584504425673","43","3.51020408163265","1.64725085343722","49","3.41509433962264","1.69199429740982","53"
"I172","Cold 2","2","Pixabay","4.74137931034483","0.73890257239656","58","4.72093023255814","0.881707796196537","43","2.79591836734694","1.56763611632205","49","2.41509433962264","1.57423928227317","53"
"I173","Cold 3","2","Pixabay","4.90909090909091","0.884443901442683","44","4.86206896551724","1.19131765266292","58","2.8936170212766","1.53557866947244","47","2.75","1.64346596927252","52"
"I174","Cold 4","2","Pixabay","4.95454545454545","0.963389014487228","44","5.1551724137931","1.07281764016547","58","3.02127659574468","1.62171891766687","47","2.90384615384615","1.64804834529097","52"
"I175","Cold 5","4","Pixabay","5.43859649122807","1.06933797710227","57","5.54901960784314","1.00625494761906","51","3.30612244897959","1.83943018387775","49","3.10909090909091","1.88240121744392","55"
"I176","Cold 6","3","Pixabay","5.02222222222222","1.09728774897034","45","4.91071428571429","1.11643565485368","56","4.44897959183673","1.7566685383821","49","4.13461538461539","1.5085227958639","52"
"I177","Cold 7","3","Pixabay","5.11363636363636","1.0829741367976","44","5.43103448275862","1.18635619285859","58","3.23404255319149","1.68384608866837","47","3.48076923076923","2.04354924441003","52"
"I178","Cold 8","2","Pixabay","5.24137931034483","1.18928468590402","58","5.90697674418605","1.01919560925393","43","3.38775510204082","1.61782166470087","49","3.56603773584906","1.77058697310182","53"
"I179","Collaboration 1","3","Pixabay","5.25","0.943151569855519","44","5.56896551724138","0.975346433559248","58","3.53191489361702","1.39644056567725","47","3.19230769230769","1.7493804117566","52"
"I180","Cotton swabs 1","2","Pixabay","4.13636363636364","0.667898790930186","44","4.06896551724138","0.791668656666394","58","2.36170212765957","1.38980029711644","47","1.92307692307692","1.2810252304407","52"
"I181","Cotton swabs 2","2","Pixabay","4.04444444444444","0.60134529316871","45","4.07142857142857","0.461505160303775","56","1.61224489795918","0.996166120070097","49","2.09615384615385","1.4178085186213","52"
"I182","Cotton swabs 3","2","Pixabay","4.06666666666667","0.750757193529548","45","4.17857142857143","0.471251442520786","56","1.77551020408163","1.0852285881027","49","1.84615384615385","1.3916362972093","52"
"I183","Couple 1","3","Pixabay","5.4","1.26849947145866","45","5.66071428571429","1.23989421417219","56","3.93877551020408","1.76077827566517","49","3.98076923076923","1.57791603215282","52"
"I184","Couple 2","3","Pixabay","5.38636363636364","1.06128288079359","44","5.81034482758621","1.08347874681386","58","3.61702127659574","1.40732851282695","47","3.88461538461538","1.6527320952236","52"
"I185","Couple 3","3","Pixabay","4.19298245614035","1.4071069165798","57","3.80392156862745","1.40028008402801","51","3.6530612244898","1.78595236508148","49","3.25454545454545","1.48096792445549","55"
"I186","Couple 4","3","Pixabay","5.93181818181818","1.18905331256712","44","6","1.28418176556808","58","4.46808510638298","1.44238726979882","47","4.59615384615385","1.49849094529202","52"
"I187","Couple 5","1","Pixabay","4.87719298245614","1.41509938367033","57","5.11764705882353","1.10719571573466","51","3.3265306122449","1.57305111039609","49","3.6","1.68435062770108","55"
"I188","Couple 6","3","Pixabay","5.72727272727273","1.08614180331728","44","5.51724137931035","1.111998032788","58","4.19148936170213","1.52712144490642","47","4.07692307692308","1.53196213855526","52"
"I189","Couple 7","3","Pixabay","5.84210526315789","0.882153891745541","57","6","1.03923048454133","51","4.06122448979592","1.37550238193945","49","4.41818181818182","1.3428950083186","55"
"I190","Couple 8","3","Pixabay","5.6140350877193","1.04803193048604","57","5.92156862745098","1.05533193365693","51","3.97959183673469","1.50678736498064","49","4.32727272727273","1.65612829900372","55"
"I191","Couple 9","3","Pixabay","5.63157894736842","1.04593736065121","57","6.01960784313725","0.927150388630267","51","3.12244897959184","1.58945290720351","49","3.72727272727273","1.48392055111458","55"
"I192","Crosswalk 1 ","4","StockOGraphy","4","0.654653670707977","57","3.92156862745098","0.688277189943179","51","2.22448979591837","1.51747193991697","49","2.4","1.67332005306815","55"
"I193","Crow 1","1","Pixabay","4.57777777777778","0.988315575495842","45","4.82142857142857","1.1771636613973","56","2.81632653061224","1.37951485113057","49","2.78846153846154","1.66081173705591","52"
"I194","Crow 2","1","Pixabay","4.45614035087719","1.16603993190929","57","4.35294117647059","1.21364787993495","51","2.42857142857143","1.38443731048635","49","2.87272727272727","1.45366134747104","55"
"I195","Cups 1","2","Pixabay","4.27586206896552","0.669985688463956","58","4.27906976744186","0.548833455324362","43","2.26530612244898","1.63012665924157","49","1.81132075471698","1.25662251497332","53"
"I196","Cups 2","2","Pixabay","4.1551724137931","0.488525318991581","58","4.13953488372093","0.350604603563426","43","2.12244897959184","1.183790751872","49","2.07547169811321","1.60347047421635","53"
"I197","Cups 3","2","Pixabay","4.44444444444444","0.755451567413207","45","4.96428571428571","0.952781301134845","56","2.42857142857143","1.42886901662352","49","2.09615384615385","1.4178085186213","52"
"I198","Cups 4","2","Pixabay","4.19298245614035","0.692784147254191","57","4.07843137254902","0.523187815412475","51","1.89795918367347","1.15911061377506","49","2.47272727272727","1.43829303992158","55"
"I199","Dancing 1","3","Pixabay","5.22222222222222","1.02000198058829","45","5.375","0.925644738448927","56","3.38775510204082","1.61782166470087","49","3.48076923076923","1.62686254785797","52"
"I200","Dancing 2","3","Pixabay","4.95454545454545","1.16048396990112","44","5.41379310344828","1.02656782547598","58","3.4468085106383","1.38011515962946","47","3.48076923076923","1.76557922079895","52"
"I201","Dancing 3","3","Pixabay","4.65909090909091","1.14003634822065","44","5.05172413793103","1.24847153981295","58","3.74468085106383","1.35883718041795","47","4.01923076923077","1.85229465126721","52"
"I202","Dancing 4","3","Pixabay","5.15555555555556","1.33067917647608","45","5.83928571428571","1.00501986799512","56","3.69387755102041","1.46065170432946","49","3.61538461538462","1.48395135158681","52"
"I203","Dancing 5","3","Pixabay","5.55555555555556","1.07778298447144","45","5.82142857142857","1.04632939115997","56","3.48979591836735","1.55620329889221","49","3.59615384615385","1.45870766581198","52"
"I204","Dancing 6","3","Pixabay","5.70175438596491","0.999373237168136","57","5.92156862745098","0.868173652097366","51","3.61224489795918","1.61782166470087","49","3.76363636363636","1.527084323797","55"
"I205","Dancing 7","3","Pixabay","5.68421052631579","1.19758528978766","57","6.07843137254902","0.934732844290859","51","3.18367346938776","1.50932475779396","49","3.54545454545455","1.41183072401262","55"
"I206","Dancing 8","3","Pixabay","5.09090909090909","0.77213632421435","44","5.48275862068965","0.941096398857165","58","3.36170212765957","1.25845889043243","47","3.44230769230769","1.5135137864917","52"
"I207","Dancing 9","3","Pixabay","5.32758620689655","0.980295892217059","58","5.93023255813953","0.856219510050384","43","3.81632653061224","1.62882203585591","49","3.86792452830189","1.55708968973749","53"
"I208","Dead bodies 1","3","Wikipedia","1.32758620689655","0.943824452798903","58","1.02325581395349","0.152498570332605","43","4.22448979591837","2.55167678630518","49","4.75471698113208","2.43299167200635","53"
"I209","Dead bodies 2","3","Wikipedia","1.36206896551724","0.852206133166107","58","1.09302325581395","0.366057079101847","43","4.30612244897959","2.38226154484079","49","4.64150943396226","2.39466024266364","53"
"I210","Dead bodies 3","3","Wikipedia","1.48888888888889","1.03621299631754","45","1.19642857142857","0.553325248989083","56","4.79591836734694","2.24517623507167","49","5.44230769230769","2.04281103459838","52"
"I211","Depressed face 1","3","Pixabay","3.79545454545455","0.878146712712987","44","3.74137931034483","0.889714025168746","58","3.29787234042553","1.42820796222005","47","2.90384615384615","1.57504578688025","52"
"I212","Depressed face 2","3","Pixabay","3.94736842105263","0.914585242289385","57","3.68627450980392","1.15741429191852","51","3","1.5545631755148","49","3.03636363636364","1.49026018563049","55"
"I213","Depressed pose 1","3","Wikipedia","2.73684210526316","0.876810693639855","57","2.64705882352941","0.770026737503697","51","3.02040816326531","1.61361132141499","49","3.83636363636364","1.63031054033042","55"
"I214","Depressed pose 2","3","Pixabay","3.25862068965517","0.762276020082292","58","3.7906976744186","1.05915823573619","43","3.04081632653061","1.6196602482397","49","3.47169811320755","1.60052603834472","53"
"I215","Depressed pose 3","3","Wikipedia","2.75555555555556","0.957163317392396","45","2.60714285714286","0.947313357555248","56","4.10204081632653","1.51719173089604","49","3.92307692307692","1.61907930562045","52"
"I216","Depressed pose 4","3","Wikipedia","3.22727272727273","0.831463723736678","44","3.27586206896552","0.833363580818265","58","3.06382978723404","1.50945217991206","47","3.53846153846154","1.37856900033614","52"
"I217","Desert 1","4","Pixabay","4","1.4638501094228","57","4","1.32664991614216","51","3.10204081632653","1.82853422581203","49","3.41818181818182","1.76058606709905","55"
"I218","Dessert 1","2","Pixabay","5.15909090909091","1.05528970602217","44","5.46551724137931","1.15797035445765","58","3.08510638297872","1.52984493721256","47","3.65384615384615","1.72507022175473","52"
"I219","Dessert 2","2","Pixabay","5.33333333333333","1.1481209945741","45","6.05357142857143","0.980160336737967","56","3.16326530612245","1.66266526466181","49","3.32692307692308","1.85473589733654","52"
"I220","Dessert 3","2","Pixabay","5.43103448275862","1.12565098460444","58","5.90697674418605","0.946521287169675","43","4.26530612244898","1.76511933265244","49","4.13207547169811","1.90179809501284","53"
"I221","Dessert 4","2","Pixabay","5.24561403508772","1.05696164537768","57","5.54901960784314","1.00625494761906","51","3.06122448979592","1.59958540546848","49","3.16363636363636","1.65287220679233","55"
"I222","Dessert 5","2","Pixabay","5.43103448275862","0.880830329272055","58","5.67441860465116","0.918615164580907","43","3.87755102040816","1.57629117790814","49","3.86792452830189","1.78710913799845","53"
